song_id,title,artist_id,duration_ms,release_date,genre,tempo,energy,danceability,instrumentalness
708,Try That In A Small Town,89,181600,2023-11-03,rock,145.989,0.861,0.457,1.28e-05
709,Big Green Tractor,89,204200,2009-04-07,rock,137.073,0.59,0.623,0.0
710,The Truth,89,238413,2009-04-07,rock,143.01,0.577,0.496,2.4e-06
711,Burnin' It Down,89,219160,2014-10-07,rock,135.941,0.795,0.682,9.41e-06
712,If I Didn’t Love You,89,212893,2021-11-12,rock,183.937,0.683,0.452,0.0
713,I Hate Everything About You,90,231480,2003-04-19,rock,89.342,0.83,0.498,0.0
714,Animal I Have Become,90,231400,2006-06-25,rock,122.023,0.853,0.553,0.0
715,Never Too Late,90,209333,2006-06-25,rock,149.864,0.778,0.433,0.0
716,Riot,90,207586,2006-06-25,rock,196.578,0.948,0.185,0.0
717,Just Like You,90,186893,2003-04-19,rock,177.9,0.737,0.373,0.0
718,I Hate Everything About You,90,231480,2003-07-22,rock,89.342,0.83,0.498,0.0
719,Pain,90,202973,2006-06-25,rock,160.515,0.741,0.416,0.0
720,Break,90,193106,2009-09-22,rock,115.491,0.897,0.578,0.0
721,Freak On a Leash,91,255733,1998-08-18,rock,103.299,0.898,0.353,0.105
722,Coming Undone,91,199773,2005-12-06,rock,75.052,0.677,0.687,0.000137
723,Falling Away from Me,91,270920,1999-11-09,rock,104.102,0.769,0.468,0.00124
724,Got the Life,91,225306,1998-08-18,rock,123.338,0.905,0.498,0.765
725,Y'all Want a Single,91,197906,2003-11-19,rock,118.025,0.813,0.758,0.0
726,Twisted Transistor,91,188933,2005-12-06,rock,110.038,0.983,0.581,0.00654
727,Blind,91,258266,1994-10-11,rock,92.049,0.891,0.283,0.0038
728,A.D.I.D.A.S.,91,153600,1996-10-15,rock,110.364,0.898,0.334,0.0202
729,"Paint It, Black",92,202266,1966-04-15,rock,158.691,0.795,0.464,0.00244
730,Beast Of Burden - Remastered 1994,92,265173,1978-06-09,rock,100.622,0.879,0.784,0.000848
731,Gimme Shelter,92,270773,1969-12-05,rock,118.628,0.63,0.634,0.039
732,Start Me Up - Remastered 2009,92,213066,1981-08-24,rock,122.431,0.932,0.631,0.137
733,(I Can't Get No) Satisfaction - Mono Version,92,222813,1965-07-30,rock,136.302,0.863,0.723,0.0317
734,Sympathy For The Devil - 50th Anniversary Edition,92,378146,1968-12-06,rock,116.039,0.668,0.703,0.0
735,Miss You - Remastered,92,288666,1978-06-09,rock,109.689,0.71,0.795,0.0215
736,Wild Horses - 2009 Mix,92,341773,1971-04-23,rock,139.462,0.389,0.432,0.0109
737,Starboy,93,230453,2016-11-25,rock,186.003,0.587,0.679,6.35e-06
738,Get Lucky (feat. Pharrell Williams and Nile Rodgers),93,369626,2013-05-20,rock,116.05,0.793,0.81,1.77e-06
739,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],93,248413,2013-04-19,rock,116.047,0.811,0.794,1.07e-06
740,One More Time,93,320357,2001-03-12,rock,122.746,0.697,0.613,0.0
741,I Feel It Coming,93,269186,2016-11-25,rock,92.987,0.819,0.773,0.0
742,I Feel It Coming,93,269186,2016-11-24,rock,92.99,0.819,0.773,0.0
743,Instant Crush (feat. Julian Casablancas),93,337560,2013-05-20,rock,109.942,0.585,0.775,0.619
744,"Harder, Better, Faster, Stronger",93,226413,2001-03-12,rock,123.474,0.716,0.817,0.00263
745,Die A Happy Man,94,227426,2015-01-01,rock,166.049,0.389,0.595,1.39e-06
746,Beautiful As You,94,163894,2024-05-10,rock,128.007,0.725,0.722,0.0
747,Beautiful As You,94,163894,2024-08-23,rock,128.007,0.725,0.722,0.0
748,Make Me Wanna,94,225066,2013-01-01,rock,109.019,0.818,0.545,0.0
749,Beer Can’t Fix,94,209733,2019-05-31,rock,111.015,0.776,0.711,0.0
750,What’s Your Country Song,94,171333,2021-04-30,rock,174.079,0.706,0.359,0.0
751,Look What God Gave Her,94,168960,2019-05-31,rock,112.999,0.849,0.739,0.0
752,Marry Me,94,205453,2017-09-08,rock,84.952,0.412,0.583,0.0
753,King For A Day,95,236293,2012-07-17,rock,112.363,0.965,0.403,0.000276
754,A Match Into Water,95,212546,2012-07-17,rock,196.058,0.979,0.371,3.67e-06
755,Bulls In The Bronx,95,267866,2012-07-17,rock,159.989,0.925,0.472,0.000528
756,Hell Above,95,223546,2012-07-17,rock,129.999,0.977,0.48,2.82e-06
757,Caraphernelia,95,268480,2010-06-21,rock,107.036,0.984,0.531,1.13e-05
758,Hold On Till May,95,278586,2012-07-17,rock,73.019,0.91,0.46,0.00155
759,Pass The Nirvana,95,197373,2023-02-10,rock,142.913,0.908,0.546,0.00054
760,Bulletproof Love,95,237400,2010-06-21,rock,144.048,0.964,0.452,5.31e-06
761,Night Shift,96,172253,2016-05-13,rock,95.992,0.754,0.631,0.0
762,Head Over Boots,96,202346,2016-05-13,rock,108.017,0.688,0.562,0.0
763,Dirt On My Boots,96,201893,2016-05-13,rock,90.031,0.796,0.683,0.0
764,Heartache On The Dance Floor,96,205200,2016-05-13,rock,115.997,0.833,0.596,0.0
765,Your Heart Or Mine,96,161200,2022-09-02,rock,86.1,0.713,0.639,0.0
766,Heartache Medication,96,209109,2019-09-27,rock,95.075,0.791,0.62,0.0
767,Last Night Lonely,96,182161,2022-09-02,rock,102.987,0.813,0.652,0.0
768,Beer Can’t Fix,96,209733,2019-05-31,rock,111.015,0.776,0.711,0.0
769,Cigarette Daydreams,97,208760,2013-10-08,rock,113.98,0.676,0.636,0.0
770,Ain't No Rest for the Wicked,97,175493,2009-03-24,rock,156.036,0.849,0.636,0.0
771,Come a Little Closer,97,229346,2013-10-08,rock,148.038,0.778,0.44,1.04e-06
772,Trouble,97,225973,2015-12-18,rock,77.861,0.623,0.47,0.000439
773,Cold Cold Cold,97,214386,2015-12-18,rock,136.125,0.789,0.549,6.7e-05
774,Spiderhead,97,222813,2013-10-08,rock,117.962,0.946,0.543,1.49e-05
775,Social Cues,97,219053,2019-04-19,rock,132.039,0.913,0.668,6.7e-06
776,Telescope,97,228293,2013-10-08,rock,93.568,0.481,0.589,1.33e-05
777,Island In The Sun,98,200306,2001-05-15,rock,114.622,0.81,0.654,0.00251
778,Buddy Holly,98,159226,1994-05-10,rock,121.138,0.92,0.556,0.00021
779,Say It Ain't So - Original Mix,98,258826,1994-05-10,rock,151.779,0.551,0.634,1.82e-05
780,Undone - The Sweater Song,98,305533,1994-05-10,rock,80.184,0.618,0.457,0.00257
781,Beverly Hills,98,196093,2005-05-10,rock,87.904,0.823,0.693,0.0
782,I Just Threw Out The Love Of My Dreams,98,157960,1996-09-24,rock,130.451,0.967,0.413,1.09e-06
783,Hash Pipe,98,186533,2001-05-15,rock,125.603,0.883,0.578,0.459
784,Pink Triangle,98,238600,1996-09-24,rock,118.809,0.894,0.282,0.0
785,Wish You Were Here,99,334743,1975-09-12,rock,122.861,0.262,0.481,0.0114
786,Breathe (In the Air),99,169534,1973-03-01,rock,128.153,0.373,0.431,0.728
787,"Another Brick in the Wall, Pt. 2",99,238746,1979-11-30,rock,104.114,0.394,0.693,0.000694
788,Comfortably Numb,99,382296,1979-11-30,rock,127.163,0.366,0.472,0.312
789,The Great Gig in the Sky,99,283872,1973-03-01,rock,116.334,0.217,0.274,0.896
790,Money,99,382834,1973-03-01,rock,126.256,0.536,0.468,0.00199
791,Time,99,413947,1973-03-01,rock,120.285,0.48,0.359,0.0043
792,Hey You,99,278440,1979-11-30,rock,112.46,0.302,0.587,0.00216
793,Throne,100,191520,2015-09-11,rock,144.111,0.888,0.426,0.0
794,Can You Feel My Heart,100,228146,2013-04-01,rock,170.527,0.859,0.15,0.194
795,maybe (feat. Bring Me The Horizon),100,170133,2022-03-25,rock,88.014,0.92,0.601,0.0
796,Kingslayer (feat. BABYMETAL),100,220041,2020-10-30,rock,92.541,0.929,0.434,0.00109
797,CODE MISTAKE,100,165303,2023-06-30,rock,145.231,0.967,0.452,0.0
798,Sleepwalking,100,230093,2013-04-01,rock,149.062,0.959,0.4,4.21e-06
799,Drown,100,222093,2015-09-11,rock,143.126,0.94,0.405,2.79e-05
800,DArkSide,100,165357,2024-05-24,rock,83.812,0.951,0.365,1.07e-06
801,WAIT FOR U (feat. Drake & Tems),101,189893,2022-04-29,hip-hop,83.389,0.642,0.463,0.0
802,Love Me,101,255053,2013-01-01,hip-hop,124.926,0.634,0.67,0.0
803,One Dance,101,173986,2016-05-06,hip-hop,103.967,0.625,0.792,0.0018
804,Passionfruit,101,298940,2017-03-18,hip-hop,111.98,0.463,0.809,0.085
805,Circadian Rhythm,101,126356,2024-08-30,hip-hop,146.007,0.574,0.694,0.0
806,Headlines,101,235986,2011-11-15,hip-hop,151.894,0.566,0.636,0.000353
807,Jimmy Cooks (feat. 21 Savage),101,218364,2022-06-17,hip-hop,165.921,0.673,0.529,2.41e-06
808,No Face,101,137142,2024-08-31,hip-hop,125.951,0.69,0.853,0.0
809,St. Chroma (feat. Daniel Caesar),102,197019,2024-10-28,hip-hop,150.45,0.884,0.576,0.0
810,"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)",102,255915,2024-10-28,hip-hop,80.09,0.812,0.505,0.0
811,"Darling, I (feat. Teezo Touchdown)",102,253834,2024-10-28,hip-hop,97.571,0.818,0.373,0.0
812,Rah Tah Tah,102,165412,2024-10-28,hip-hop,82.557,0.878,0.661,0.0
813,See You Again (feat. Kali Uchis),102,180386,2017-07-21,hip-hop,78.558,0.559,0.558,7.49e-06
814,Like Him (feat. Lola Young),102,278014,2024-10-28,hip-hop,96.063,0.555,0.392,0.000253
815,Thought I Was Dead (feat. ScHoolboy Q & Santigold),102,207272,2024-10-28,hip-hop,129.77,0.859,0.77,0.0
816,Noid,102,284363,2024-10-28,hip-hop,82.318,0.784,0.38,0.000139
817,Like That,103,267706,2024-03-22,hip-hop,162.012,0.676,0.814,1.28e-05
818,Type Shit,103,228266,2024-03-22,hip-hop,144.941,0.552,0.64,0.0
819,WAIT FOR U (feat. Drake & Tems),103,189893,2022-04-29,hip-hop,83.389,0.642,0.463,0.0
820,Love Me,103,255053,2013-01-01,hip-hop,124.926,0.634,0.67,0.0
821,Solo,103,265996,2017-07-27,hip-hop,110.964,0.486,0.784,0.497
822,SOUTH OF FRANCE - REMIX,103,183919,2024-10-31,hip-hop,141.021,0.709,0.816,0.0
823,Too Many Nights (feat. Don Toliver & with Future),103,199920,2022-12-02,hip-hop,87.973,0.668,0.573,4.01e-05
824,LIL DEMON,103,139196,2024-09-20,hip-hop,131.001,0.754,0.863,0.0
825,Heartless,104,211000,2008-11-24,hip-hop,87.999,0.647,0.79,0.0
826,Flashing Lights,104,237506,2007-09-11,hip-hop,90.482,0.628,0.639,0.0
827,All Falls Down,104,223506,2004-02-10,hip-hop,91.03,0.734,0.657,0.0
828,Father Stretch My Hands Pt. 1,104,135920,2016-06-10,hip-hop,113.088,0.573,0.724,0.0
829,Violent Crimes,104,215320,2018-06-01,hip-hop,109.813,0.419,0.669,0.0
830,CARNIVAL,104,264324,2024-02-09,hip-hop,148.144,0.811,0.594,0.0
831,I Wonder,104,243440,2007-09-11,hip-hop,191.386,0.466,0.542,0.000444
832,Gold Digger,104,207626,2005-08-30,hip-hop,93.034,0.696,0.629,0.0
833,Not Like Us,105,274192,2024-05-04,hip-hop,101.061,0.472,0.898,0.0
834,Like That,105,267706,2024-03-22,hip-hop,162.012,0.676,0.814,1.28e-05
835,All The Stars (with SZA),105,232186,2018-02-09,hip-hop,96.782,0.633,0.695,0.000195
836,family ties (with Kendrick Lamar),105,252262,2021-09-10,hip-hop,134.093,0.611,0.711,0.0
837,HUMBLE.,105,177000,2017-04-14,hip-hop,150.011,0.621,0.908,5.39e-05
838,Money Trees,105,386906,0000-00-00,hip-hop,71.994,0.531,0.716,0.0
839,PRIDE.,105,275253,2017-04-14,hip-hop,138.842,0.535,0.665,1.68e-05
840,LOVE. FEAT. ZACARI.,105,213400,2017-04-14,hip-hop,126.058,0.585,0.8,0.0
841,Without Me,106,290320,2002-05-26,hip-hop,112.238,0.669,0.908,0.0
842,The Real Slim Shady,106,284200,2000-05-23,hip-hop,104.504,0.661,0.949,0.0
843,Till I Collapse,106,297786,2002-05-26,hip-hop,171.447,0.847,0.548,0.0
844,Mockingbird,106,250760,2004-11-12,hip-hop,84.039,0.678,0.637,0.0
845,Godzilla (feat. Juice WRLD),106,210800,2020-01-17,hip-hop,165.995,0.745,0.808,0.0
846,Lose Yourself,106,326466,2005-12-06,hip-hop,171.374,0.744,0.692,0.000423
847,Smack That,106,212360,2006-01-01,hip-hop,118.978,0.741,0.939,0.0
848,Love The Way You Lie,106,263373,2010-06-18,hip-hop,86.989,0.925,0.749,0.0
849,Antarctica,107,126850,2016-01-26,hip-hop,105.945,0.633,0.715,4.45e-06
850,For the Last Time,107,156081,2017-09-05,hip-hop,140.078,0.533,0.844,3.46e-06
851,1000 Blunts,107,175476,2022-07-29,hip-hop,132.99,0.698,0.83,1.02e-06
852,"...And to Those I Love, Thanks for Sticking Around",107,168489,2020-02-14,hip-hop,113.983,0.511,0.792,9.04e-05
853,Kill Yourself (Part III),107,145078,2015-09-21,hip-hop,105.977,0.68,0.753,4.15e-05
854,Paris,107,111020,2015-11-20,hip-hop,106.058,0.648,0.849,0.00636
855,My Flaws Burn Through My Skin Like Demonic Flames from Hell,107,167679,2015-08-01,hip-hop,125.98,0.748,0.78,0.000546
856,Runnin' Thru the 7th with My Woadies,107,205766,2015-09-15,hip-hop,112.082,0.621,0.686,0.000221
857,"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)",108,255915,2024-10-28,hip-hop,80.09,0.812,0.505,0.0
858,Love Me,108,255053,2013-01-01,hip-hop,124.926,0.634,0.67,0.0
859,Down,108,212506,2009-01-01,hip-hop,132.012,0.68,0.727,0.0
860,You,108,273133,2007-01-01,hip-hop,130.21,0.876,0.412,0.0
861,Loyal (feat. Lil Wayne & Tyga),108,264946,2014-09-16,hip-hop,99.059,0.522,0.841,1.37e-06
862,The Motto,108,181573,2011-11-15,hip-hop,201.8,0.442,0.766,6.12e-05
863,6 Foot 7 Foot,108,248586,2011-08-29,hip-hop,79.119,0.752,0.364,0.0
864,HOT WIND BLOWS (feat. Lil Wayne),108,155292,2021-06-25,hip-hop,173.456,0.75,0.371,0.0
865,Glock In My Lap,109,193591,2020-10-02,hip-hop,130.029,0.733,0.847,1.04e-05
866,Runnin,109,195906,2020-10-02,hip-hop,143.01,0.626,0.819,0.101
867,Rich Nigga Shit (feat. Young Thug),109,190331,2020-10-02,hip-hop,97.974,0.733,0.825,0.0
868,Jimmy Cooks (feat. 21 Savage),109,218364,2022-06-17,hip-hop,165.921,0.673,0.529,2.41e-06
869,Surround Sound (feat. 21 Savage & Baby Tate),109,229938,2022-10-31,hip-hop,75.965,0.567,0.574,0.0
870,It's Up (feat. Young Thug & 21 Savage),109,278000,2024-08-30,hip-hop,139.942,0.723,0.783,0.0
871,Creepin' (with The Weeknd & 21 Savage),109,221520,2022-12-02,hip-hop,97.914,0.613,0.716,0.0
872,redrum,109,270697,2024-01-12,hip-hop,172.09,0.733,0.625,0.000983
873,20 Min,110,220586,2017-11-17,hip-hop,123.426,0.75,0.773,0.0
874,XO Tour Llif3,110,182706,2017-08-25,hip-hop,155.096,0.75,0.732,0.0
875,Light Year (Practice),110,164366,2024-11-01,hip-hop,140.203,0.692,0.637,0.0
876,Chill Bae,110,138323,2024-11-01,hip-hop,184.057,0.663,0.672,0.0
877,Shoota (feat. Lil Uzi Vert),110,153800,2018-05-11,hip-hop,153.075,0.649,0.673,0.0
878,The Way Life Goes (feat. Oh Wonder),110,221746,2017-08-25,hip-hop,82.008,0.757,0.703,0.0
879,We Good,110,125000,2024-11-01,hip-hop,144.332,0.8,0.587,0.0
880,Wasted (feat. Lil Uzi Vert),110,258475,2018-12-10,hip-hop,144.994,0.579,0.742,0.0
881,Pink + White,111,184516,2016-08-20,hip-hop,159.94,0.545,0.545,5.48e-05
882,White Ferrari,111,248807,2016-08-20,hip-hop,108.741,0.0958,0.501,0.0
883,Thinkin Bout You,111,200746,2012-07-10,hip-hop,129.83,0.339,0.721,0.00153
884,Ivy,111,249191,2016-08-20,hip-hop,116.408,0.386,0.575,0.000289
885,She,111,253386,2011-05-09,hip-hop,83.375,0.621,0.35,3.44e-05
886,Novacane,111,302346,2011-01-01,hip-hop,93.51,0.508,0.762,0.00126
887,Lost,111,234093,2012-07-10,hip-hop,123.061,0.603,0.913,0.000503
888,Pink Matter,111,268813,2012-07-10,hip-hop,176.569,0.233,0.392,0.000322
889,Timeless (with Playboi Carti),112,256000,2024-09-27,hip-hop,119.973,0.722,0.769,2.56e-06
890,FE!N (feat. Playboi Carti),112,191700,2023-07-28,hip-hop,148.038,0.882,0.569,0.0
891,Type Shit,112,228266,2024-03-22,hip-hop,144.941,0.552,0.64,0.0
892,ALL RED,112,148053,2024-09-13,hip-hop,143.082,0.663,0.76,0.0
893,Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),112,215466,2023-06-02,hip-hop,99.022,0.674,0.854,8.53e-05
894,Location,112,168783,2017-04-14,hip-hop,125.985,0.79,0.717,0.000125
895,Magnolia,112,181812,2017-04-14,hip-hop,162.991,0.582,0.791,0.0
896,Sky,112,193234,2020-12-25,hip-hop,139.98,0.903,0.785,0.0
897,Revenge,113,120026,2017-08-25,hip-hop,139.999,0.251,0.746,0.00203
898,Fuck Love,113,146520,2017-08-25,hip-hop,131.036,0.533,0.797,0.000152
899,Falling Down - Bonus Track,113,196400,2018-11-09,hip-hop,120.013,0.574,0.669,0.00294
900,Hope,113,110886,2018-03-16,hip-hop,146.04,0.457,0.592,0.000331
901,Moonlight,113,135090,2018-03-16,hip-hop,128.009,0.537,0.921,0.00404
902,Everybody Dies In Their Nightmares,113,95466,2017-08-25,hip-hop,129.953,0.57,0.734,2.14e-05
903,Jocelyn Flores,113,119133,2017-08-25,hip-hop,134.021,0.391,0.872,4.13e-06
904,I Don't Wanna Do This Anymore,113,87560,2017-05-16,hip-hop,114.208,0.778,0.433,0.0
905,Baby (Lil Baby feat. DaBaby),114,142417,2019-08-16,hip-hop,108.003,0.463,0.97,0.0
906,Baby Pluto,114,210261,2020-03-06,hip-hop,160.052,0.634,0.772,0.0
907,Drip Too Hard (Lil Baby & Gunna),114,145542,2018-10-05,hip-hop,112.509,0.662,0.897,0.0
908,BAND4BAND (feat. Lil Baby),114,140733,2024-05-23,hip-hop,140.113,0.764,0.882,0.0
909,Pure Cocaine,114,154023,2018-11-30,hip-hop,127.05,0.487,0.964,6.07e-06
910,Freestyle,114,162053,2017-12-01,hip-hop,119.996,0.516,0.877,0.0
911,Wants and Needs (feat. Lil Baby),114,192956,2021-03-05,hip-hop,136.006,0.449,0.578,2.17e-06
912,6locc 6a6y,114,131285,2019-12-06,hip-hop,125.089,0.702,0.871,0.0
913,Work Out,115,235320,2011-09-27,hip-hop,93.004,0.427,0.831,0.0
914,No Role Modelz,115,292799,2014-12-09,hip-hop,100.028,0.521,0.69,0.0
915,Wet Dreamz,115,239266,2014-12-09,hip-hop,175.627,0.722,0.495,0.0
916,Power Trip (feat. Miguel),115,241160,2013-06-18,hip-hop,99.992,0.608,0.667,0.000198
917,MIDDLE CHILD,115,213593,2019-01-23,hip-hop,123.984,0.364,0.837,0.0
918,First Person Shooter (feat. J. Cole),115,247444,2023-10-06,hip-hop,163.997,0.655,0.475,0.0
919,Can't Get Enough,115,225960,2011-09-27,hip-hop,132.035,0.62,0.768,0.0
920,COLE PIMP (with Ty Dolla $ign & Juicy J),115,218813,2024-07-19,hip-hop,155.974,0.819,0.576,0.0
921,one of wun,116,144000,2024-05-10,hip-hop,139.943,0.453,0.915,0.000163
922,fukumean,116,125040,2023-06-16,hip-hop,130.001,0.622,0.847,0.0
923,on one tonight,116,90760,2024-05-10,hip-hop,130.035,0.727,0.887,1.16e-06
924,Drip Too Hard (Lil Baby & Gunna),116,145542,2018-10-05,hip-hop,112.509,0.662,0.897,0.0
925,HIM ALL ALONG,116,158666,2024-10-18,hip-hop,130.007,0.507,0.872,0.0
926,Space Cadet (feat. Gunna),116,203266,2018-11-06,hip-hop,109.004,0.464,0.901,1.82e-05
927,hakuna matata,116,127853,2024-05-10,hip-hop,137.975,0.726,0.926,0.0
928,Lemonade (feat. NAV),116,195428,2020-08-28,hip-hop,140.042,0.658,0.8,0.0
929,Mmhmm,117,119015,2023-12-01,hip-hop,126.003,0.682,0.93,0.0
930,Back On My BS,117,94426,2023-12-01,hip-hop,121.961,0.573,0.804,0.00817
931,Levels,117,157377,2023-02-10,hip-hop,121.932,0.555,0.8,0.0
932,Texas,117,146133,2023-02-10,hip-hop,145.051,0.63,0.764,0.0
933,PISTOL PACCIN,117,149449,2023-10-27,hip-hop,144.967,0.793,0.831,0.0
934,Change Me,117,136866,2024-10-11,hip-hop,125.009,0.648,0.825,0.0
935,Whip It,117,137716,2023-04-28,hip-hop,132.89,0.665,0.93,0.0
936,Leave Me Alone,117,143266,2024-10-11,hip-hop,128.085,0.802,0.835,7.33e-06
937,Lonely Road (with Jelly Roll),118,189356,2024-07-26,hip-hop,100.214,0.679,0.549,0.0
938,Losers (Feat. Jelly Roll),118,209038,2024-08-15,hip-hop,93.954,0.76,0.607,0.0
939,Wild Ones (feat. Jelly Roll),118,141367,2024-09-06,hip-hop,136.184,0.55,0.662,8.95e-06
940,Need A Favor,118,197400,2023-06-02,hip-hop,157.978,0.771,0.502,1.82e-05
941,Wild Ones (feat. Jelly Roll),118,141367,2023-10-06,hip-hop,136.184,0.55,0.662,8.95e-06
942,I Am Not Okay,118,198066,2024-10-10,hip-hop,76.964,0.651,0.536,0.0
943,Chevrolet (feat. Jelly Roll),118,184173,2023-09-29,hip-hop,78.194,0.731,0.558,0.0
944,Save Me (with Lainey Wilson),118,237493,2023-06-02,hip-hop,83.03,0.612,0.564,0.0
945,Bottoms Up (feat. Nicki Minaj),119,242013,2010-09-14,hip-hop,73.989,0.601,0.844,0.0
946,Super Bass,119,200013,2010-11-22,hip-hop,126.979,0.86,0.723,4.56e-06
947,Starships,119,210626,2011-01-01,hip-hop,125.006,0.716,0.747,0.0
948,Where Them Girls At (feat. Nicki Minaj & Flo Rida),119,210093,2011-08-24,hip-hop,129.873,0.872,0.664,0.0
949,Beauty And A Beat,119,227986,2012-01-01,hip-hop,128.002,0.843,0.601,5.27e-05
950,Bang Bang,119,199386,2014-10-10,hip-hop,150.028,0.786,0.706,0.0
951,FTCU,119,172137,2023-12-08,hip-hop,144.978,0.435,0.93,0.000287
952,Side To Side,119,226160,2016-05-20,hip-hop,159.182,0.736,0.649,0.0
953,I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),120,190285,2023-08-18,hip-hop,141.981,0.652,0.47,4.08e-05
954,Sundress,120,158205,2018-11-20,hip-hop,125.005,0.707,0.721,3.68e-06
955,LVL,120,220133,0000-00-00,hip-hop,120.085,0.427,0.597,1.33e-05
956,Praise The Lord (Da Shine) (feat. Skepta),120,205040,2018-05-25,hip-hop,80.015,0.569,0.854,0.0816
957,Fashion Killa,120,236280,0000-00-00,hip-hop,139.969,0.819,0.801,0.0
958,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",120,260986,2015-05-26,hip-hop,149.818,0.661,0.394,0.0
959,Lord Pretty Flacko Jodye 2 (LPFJ2),120,126960,2015-05-26,hip-hop,207.982,0.72,0.485,0.0
960,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",120,233786,0000-00-00,hip-hop,95.967,0.693,0.853,0.0
961,Trance (with Travis Scott & Young Thug),121,194786,2022-12-02,hip-hop,119.476,0.552,0.765,0.0
962,It's Up (feat. Young Thug & 21 Savage),121,278000,2024-08-30,hip-hop,139.942,0.723,0.783,0.0
963,Rich Nigga Shit (feat. Young Thug),121,190331,2020-10-02,hip-hop,97.974,0.733,0.825,0.0
964,Havana (feat. Young Thug),121,217306,2018-01-12,hip-hop,104.988,0.523,0.765,3.56e-05
965,Goodbyes (feat. Young Thug),121,174853,2019-09-06,hip-hop,150.097,0.653,0.547,0.0
966,OUT WEST (feat. Young Thug),121,157712,2019-12-27,hip-hop,139.864,0.591,0.802,0.0
967,Thug Motivation 101,121,194426,0000-00-00,hip-hop,74.982,0.692,0.639,0.0
968,Maria I'm Drunk (feat. Justin Bieber & Young Thug),121,349933,2015-09-04,hip-hop,105.989,0.631,0.648,0.0
969,Falling Down - Bonus Track,122,196400,2018-11-09,hip-hop,120.013,0.574,0.669,0.00294
970,nuts,122,85360,2015-12-02,hip-hop,62.007,0.739,0.51,0.0
971,Star Shopping,122,142000,2015-08-17,hip-hop,93.07,0.471,0.538,0.0185
972,white tee,122,132226,2016-06-10,hip-hop,149.991,0.526,0.8,0.0
973,beamer boy,122,203373,2016-01-21,hip-hop,123.989,0.731,0.743,1.9e-05
974,Save That Shit,122,231546,2017-08-15,hip-hop,106.0,0.583,0.534,0.0
975,castles,122,144906,2016-07-04,hip-hop,135.042,0.785,0.574,0.0
976,your favorite dress,122,177386,2017-02-07,hip-hop,129.966,0.628,0.494,0.0
977,"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)",123,255915,2024-10-28,hip-hop,80.09,0.812,0.505,0.0
978,WHATCHU KNO ABOUT ME (feat. Sexyy Red),123,149461,2024-10-11,hip-hop,166.976,0.684,0.832,0.0
979,Yeah Glo!,123,142702,2024-04-05,hip-hop,148.072,0.66,0.894,0.0
980,Wanna Be (with Megan Thee Stallion),123,156444,2024-04-05,hip-hop,135.05,0.629,0.919,0.0
981,TGIF,123,164571,2024-06-21,hip-hop,140.06,0.526,0.891,3.04e-05
982,TGIF,123,164571,2024-10-11,hip-hop,140.041,0.526,0.894,4.4e-05
983,Tomorrow 2 (with Cardi B),123,209811,2022-11-11,hip-hop,79.816,0.813,0.839,0.0
984,HOLLON,123,128858,2024-10-11,hip-hop,148.91,0.755,0.784,1.25e-06
985,The Spins,124,195873,2010-08-13,hip-hop,127.006,0.766,0.794,0.0
986,Love Lost,124,162875,2022-07-22,hip-hop,109.829,0.812,0.735,0.0
987,Congratulations (feat. Bilal),124,256426,2016-09-16,hip-hop,57.75,0.225,0.465,0.00155
988,Weekend (feat. Miguel),124,208080,2015-09-18,hip-hop,120.058,0.435,0.843,0.0
989,Small Worlds,124,271733,2018-08-03,hip-hop,78.267,0.546,0.516,4.5e-06
990,Self Care,124,345133,2018-08-03,hip-hop,141.894,0.538,0.52,0.00187
991,Knock Knock,124,197929,2010-08-13,hip-hop,109.027,0.934,0.682,0.0
992,Donald Trump,124,164522,2016-06-03,hip-hop,81.508,0.936,0.716,0.0
993,Drowning (feat. Kodak Black),125,209269,2017-09-29,hip-hop,129.014,0.81,0.839,0.0
994,No Flockin',125,165290,2015-11-13,hip-hop,117.532,0.595,0.943,0.0
995,Transportin',125,169344,2017-08-18,hip-hop,94.053,0.66,0.804,0.0
996,BROTHER STONE (FEAT. KODAK BLACK),125,202840,2024-06-14,hip-hop,157.009,0.529,0.83,0.0
997,BË QUIET (FEAT. KODAK BLACK),125,174837,2024-10-18,hip-hop,148.984,0.558,0.692,0.0188
998,ZEZE (feat. Travis Scott & Offset),125,228759,2018-12-14,hip-hop,98.043,0.603,0.861,0.0
999,Roll in Peace (feat. XXXTENTACION),125,213132,2017-08-18,hip-hop,140.053,0.524,0.747,0.0
1000,Tunnel Vision,125,268186,2017-03-31,hip-hop,171.853,0.489,0.497,9.91e-05
1001,Broadway Girls (feat. Morgan Wallen),126,185600,2022-03-10,hip-hop,74.967,0.745,0.659,0.0
1002,Laugh Now Cry Later (feat. Lil Durk),126,261492,2020-08-14,hip-hop,133.976,0.518,0.761,3.47e-05
